id,discipline_id,number,title,recommend_time,plan,content
72,developmental-psych,28,"Принципы психического развития: принцип устойчивого динамического неравновесия, принцип взаимодействия тенденций к сохранению и изменению (наследственности-изменчивости), принцип дифференциации-интеграции, принцип цельности.",5-7 мин,1. Понятие методологических принципов психического развития. 2. Суть принципа устойчивого динамического неравновесия. 3. Взаимодействие тенденций к сохранению и изменению. 4. Сущность принципов дифференциации-интеграции и цельности.,"<h3>1. Понятие принципов развития</h3><p><b>Принципы психического развития</b> — это общесистемные методологические положения и правила, описывающие внутренние механизмы и характер структурных преобразований психики человека во времени. Они позволяют рассматривать онтогенез как упорядоченный, самоорганизующийся процесс.</p><h3>2. Характеристика четырех фундаментальных принципов</h3><ul><li><b>Принцип устойчивого динамического неравновесия:</b> постулирует, что психическое развитие — это не статичный покой, а непрерывный процесс изменений и постоянный переход от одного состояния к другому в поисках нового динамического баланса. Психическая система всегда находится в движении, а начальным толчком любого витка развития выступает сложный спектр внутренних противоречий, запускающих активность субъекта.</li><li><b>Принцип взаимодействия тенденций к сохранению и изменению:</b> отражает диалектическое единство наследственности и изменчивости. Тенденция к сохранению осуществляется наследственностью, которая без искажений передает базовую информацию из поколения в поколение. Противоположная тенденция к изменению проявляется в приспособлении и пластичности индивида под влиянием факторов конкретной среды обитания.</li><li><b>Принцип дифференциации-интеграции:</b> фиксирует, что развитие психики всегда движется по вектору от состояния относительной глобальности, слитности и нерасчлененности к состояниям большей дифференцированности (вычленения, усложнения) психических функций и их последующей иерархической интеграции в целостную, зрелую систему сознания.</li><li><b>Принцип цельности:</b> показывает меру связности элементов целого и уровень развития его функции. Психика человека развивается как неделимая макросистема: качественные изменения в одной сфере (например, возникновение речи) неизбежно влекут за собой закономерную перестройку всех остальных когнитивных, эмоциональных и личностных процессов.</li></ul>"
73,developmental-psych,29,"Закономерности психического развития: неравномерность, гетерохронность, неустойчивость, сензитивность, кумулятивность, дивергентность-конвергентность хода развития.",6-8 мин,"1. Определение закономерностей онтогенеза. 2. Сущность неравномерности, гетерохронности и неустойчивости. 3. Понятие сензитивности и кумулятивности. 4. Проявление дивергентности и конвергентности в развитии.","<h3>1. Понятие закономерностей психического развития</h3><p><b>Закономерности психического развития</b> — это объективные, устойчивые, повторяющиеся и общие для всех людей особенности протекания онтогенеза, отражающие его внутреннюю логику и колебательный характер.</p><h3>2. Характеристика шести ключевых закономерностей</h3><ul><li><b>Неравномерность:</b> указывает на то, что различные психические функции и свойства развиваются неравномерно. Каждая из них имеет свои индивидуальные стадии подъема, стабилизации и спада (развитию присущ волнообразный, нелинейный характер).</li><li><b>Гетерохронность:</b> асинхронность и несовпадение во времени сроков и темпов созревания различных органов, систем и психических функций (например, структуры мозга, отвечающие за перцепцию, достигают зрелости намного раньше структур, регулирующих теоретическое мышление).</li><li><b>Неустойчивость:</b> развитие никогда не является строго прямолинейным процессом; в ходе онтогенеза всегда возможны периоды временного замедления, застоя, регрессии следов и резких качественных скачков.</li><li><b>Сензитивность:</b> наличие в онтогенезе сенситивных (сензитивных) периодов, для которых характерно оптимальное, наиболее благоприятное сочетание условий среды для развития конкретных психических процессов или свойств (так, раннее детство сензитивно для освоения речи).</li><li><b>Кумулятивность:</b> последовательное накопление и интеграция изменений во времени, при которых новые знания, умения и навыки строятся на основе предыдущих, качественно перестраивая и включая их в состав новых новообразований.</li><li><b>Дивергентность-конвергентность:</b> дивергентность отражает идущее по мере взросления увеличение разнообразия, дифференциации и индивидуализации психических свойств у разных людей. Конвергентность показывает схождение, интеграцию и свертывание этих признаков в единую, целостную структуру индивидуальности.</li></ul>"
74,developmental-psych,30,Предпосылки и условия психического развития. Источники психического развития. Движущие силы психического развития.,5-7 мин,1. Дифференциация понятий детерминации онтогенеза. 2. Сущность предпосылок и условий развития. 3. Социальная среда как источник развития. 4. Внутренние противоречия как движущая сила.,"<h3>1. Система детерминант психического развития</h3><p>В отечественной психологической школе объяснение онтогенеза строится на строгом разграничении понятий, описывающих внешние и внутренние причины изменений психики:</p><ul><li><b>Предпосылки психического развития:</b> это то, что создает объективную возможность развития. К ним относится врожденная генетическая и анатомо-физиологическая основа, свойства нервной системы, задатки, темперамент, а также постепенное биологическое созревание организма.</li><li><b>Условия психического развития:</b> определяют собой те внутренние и внешние постоянно действующие детерминанты, которые, не выступая в качестве прямых движущих сил, тем не менее влияют на него, направляя ход онтогенеза, формируя его динамику и определяя конечные результаты (соотношение конкретных предметов материальной культуры, характер воспитания, специфика взаимоотношений).</li><li><b>Источники психического развития:</b> это то, что запускает и непрерывно поддерживает процесс развития. Единственным источником развития человека выступает социальная среда, культура и накопленный человечеством исторический опыт, который ребенок активно присваивает в процессе социализации.</li><li><b>Движущие силы психического развития:</b> в отечественной психологии движущей силой провозглашаются внутренние диалектические противоречия между растущими потребностями ребенка (потребностью в познании, общении) и реальными возможностями их самостоятельного удовлетворения в существующей социальной ситуации развития. Противоречие разрешается за счет освоения новой ведущей деятельности и перехода на более высокий уровень возраста.</li></ul>"
75,developmental-psych,31,"Структура психологического возраста: социальная ситуация развития, ведущая деятельность, кризис развития, психологическое новообразование.",5-6 мин,1. Понятие психологического возраста в культурно-исторической школе. 2. Сущность и роль социальной ситуации развития. 3. Ведущая деятельность как динамический привод возраста. 4. Диалектическая связь кризисов и новообразований.,"<h3>1. Категориальный аппарат психологического возраста</h3><p>Развивая идеи Л. С. Выготского, отечественная психологическая школа рассматривает возраст не как абстрактное календарное время, а как целостную, динамическую иерархическую структуру. Каждый психологический возраст является специфическим этапом, имеющим строгую архитектонику, состоящую из четырех взаимосвязанных компонентов:</p><ul><li><b>Социальная ситуация развития:</b> система отношений ребенка с окружающим миром, определяющая его место и роль в обществе на данном этапе. Она задает специфические задачи и выступает исходным моментом для всех изменений, возможных в данный период.</li><li><b>Ведущая деятельность:</b> вид деятельности, наиболее значимый для развития психики на данном этапе. Она является основным механизмом психологического развития, запуская и направляя процессы формирования новых психических функций и перестройки личности.</li><li><b>Кризис развития:</b> закономерный переломный период, связанный со сменой ведущей деятельности, разрушением старой и рождением новой структуры личности. Выступает необходимым этапом возрастного развития для перехода на более высокий уровень.</li><li><b>Психологическое новообразование:</b> качественно новые психические свойства, функции и личностные образования, появляющиеся в результате преодоления кризиса и освоения новой ведущей деятельности. Это основной результат развития на данном этапе.</li></ul><h3>2. Циклическая динамика структуры</h3><p>Все четыре компонента взаимосвязаны и взаимообусловлены. Изменение социальной ситуации развития с неизбежностью приводит к смене ведущей деятельности, что влечет за собой возрастной кризис и появление новых психологических новообразований. Это циклический процесс, продолжающийся на протяжении всей жизни человека.</p>"
76,developmental-psych,32,"Проблемы пренатального развития. Психическое развитие ребенка в период новорожденности, значение рефлексов в жизни ребенка. Кризис рождения и кризис новорожденности.",6-8 мин,1. Физиологические и психологические проблемы пренатального периода. 2. Анатомо-физиологический смысл кризиса рождения. 3. Врожденная рефлекторная база новорожденного. 4. Кризис новорожденности и структура комплекса оживления.,"<h3>1. Проблемы пренатального развития и кризис рождения</h3><p><b>Пренатальное развитие</b> (внутриутробное) создает биологические предпосылки онтогенеза. Выделяют <i>физиологические проблемы</i> (задержка внутриутробного развития — гипотрофия, пороки развития, инфекции) и <i>психологические проблемы</i> (стрессы и депрессии матери, нежеланная беременность). Методами контроля выступают неинвазивные (УЗИ) и инвазивные исследования (амниоцентез, кордоцентез). Переход к внеутробной жизни знаменует <b>кризис рождения</b> — кратковременный период адаптации ребенка к воздушной среде (легочное дыхание, терморегуляция).</p><h3>2. Психическое развитие новорожденного и значение рефлексов</h3><p>Психика новорожденного характеризуется недифференцированностью ощущений, слитых с эмоциями. На 2–3 неделе возникает слуховое сосредоточение, на 3–5 неделе — зрительное сосредоточение. Поведение младенца регулируют врожденные <b>рефлексы новорожденного</b>, определяющие мышечный тонус, выживание и служащие для диагностики ЦНС. Они делятся на три группы: 1) <i>Пищевые рефлексы</i> (сосание, глотание, ориентировочный пищевой); 2) <i>Защитные рефлексы</i> (чихание, моргание, кашель); 3) <i>Атавистические рефлексы</i>, угасающие к 3 месяцам (рефлекс Моро, хватательный, автоматическая ходьба, плавание, эффект кукольных глаз).</p><h3>3. Кризис новорожденности и комплекс оживления</h3><p>Верхняя психологическая граница новорожденности составляет 2,5–3 месяца и знаменуется нормативным кризисом. Выходом из него служит появление центрального новообразования — это <b>комплекс оживления</b>. Данная эмоционально-двигательная реакция на появление близкого взрослого знаменует рождение первой социальной потребности — потребности в общении. Комплекс включает 4 компонента: широкая улыбка, вокализации (гуление, лепет), зрительное сосредоточение на лице взрослого и двигательные реакции (вскидывание ручек, прогиб спины — «мостик»).</p>"
77,developmental-psych,33,"Психическое развитие ребенка в период младенчества: социальная ситуация развития, ведущая деятельность, психологические новообразования, общая характеристика развития, развитие психических познавательных процессов. Значение общения со взрослым. Кризис одного года.",7-9 мин,"1. Социальная ситуация развития младенца. 2. Развитие форм общения по М. И. Лисиной. 3. Динамика познавательных процессов (восприятие, память, мышление, предречь). 4. Симптомы и новообразования кризиса одного года.","<h3>1. Социальная ситуация развития и общение младенца</h3><p>Период младенчества (от 3 месяцев до 1 года) характеризуется тем, что <b>социальная ситуация развития младенца</b> строится на остром противоречии: максимальная социальность при минимальных возможностях общения (отсутствии речи). Из этого рождается ведущая деятельность — <b>непосредственное эмоциональное общение</b> со взрослым. По М. И. Лисиной, оно проходит две формы: <i>ситуативно-личностное общение</i> (до 6 месяцев, обмен положительными эмоциями, улыбками) и <i>ситуативно-деловое общение</i> (во втором полугодии, совместные манипуляции с предметами, где взрослый выступает помощником). Дефицит общения ведет к задержке развития (госпитализму).</p><h3>2. Развитие психических познавательных процессов</h3><ul><li><b>Восприятие:</b> в 5–6 месяцев возникает первое целенаправленное хватание предмета рукой. Развивается восприятие формы и глубины пространства.</li><li><b>Память:</b> в 3–4 месяца появляется устойчивое узнавание игрушек, а в 8–12 месяцев — активный поиск предметов, исчезнувших из поля зрения (удержание образа в долговременной памяти).</li><li><b>Мышление:</b> складываются первичные формы наглядно-действенного мышления, ребенок решает задачи путем практических проб и ошибок.</li><li><b>Речь:</b> в первом полугодии развивается гуление (протяжные гласные), во втором полугодии — лепет (повторение слогов: ба-ба, ма-ма) в сочетании с жестами. Активно растет пассивный словарь.</li><li><b>Эмоции:</b> в 7–11 месяцев формируется <b>страх расставания</b> с матерью и тревога при виде незнакомых людей.</li></ul><h3>3. Кризис одного года</h3><p>Младенчество завершается нормативным переломом — это <b>кризис одного года</b>. Он связан с рождением собственной воли ребенка и противоречием с устоявшейся опекой взрослых. Симптомы: трудновоспитуемость, упрямство, капризность, бурный отказ от повседневных действий (кормления, купания). Центральное новообразование кризиса — возникновение <i>автономной речи</i> (аморфных слов-знаков, понятных только близким), что служит мостом к освоению человеческого языка.</p>"
78,developmental-psych,34,"Психическое развитие ребенка в раннем детстве: социальная ситуация развития, ведущая деятельность, психологические новообразования, общая характеристика развития (основные линии развития). Кризис трех лет.",7-9 мин,"1. Социальная ситуация развития и ведущая деятельность. 2. Три магистральные линии развития (прямохождение, предметная деятельность, речь). 3. Различие ручных и орудийных действий по П. Я. Гальперину. 4. Психологический смысл кризиса 3 лет и «семивездие» симптомов.","<h3>1. Характеристика раннего детства (от 1 года до 3 лет)</h3><p>В этот период <b>социальная ситуация развития раннего детства</b> строится вокруг совместной деятельности ребенка со взрослым по поводу предметов. Взрослый выступает образцом человеческих способов действия, а ведущей становится <b>предметно-манипулятивная деятельность</b>. Выделяют три основные линии развития:<br>• <i>Линия прямохождения:</i> автоматизация способов передвижения расширяет возможности ориентировки в пространстве, а мышечное чувство становится мерой отсчета расстояния.<br>• <i>Линия предметной деятельности:</i> переход от функциональных действий к орудийным. П. Я. Гальперин разделил их на <b>ручные действия</b> (предмет — продолжение руки) и <b>орудийные действия</b> (рука подчиняется логике и форме орудия, например, ложки). На этой основе формируется наглядно-действенное мышление и зарождается <b>знаковая функция сознания</b> (использование предметов-заместителей).<br>• <i>Линия развития речи:</i> автономная речь сменяется фразовой. С 2 до 3 лет словарный запас возрастает до 1,5 тысяч слов, речь включается в перцептивные процессы и начинает активно регулировать мышление.</p><h3>2. Кризис трех лет: симптомы и новообразования</h3><p><b>Кризис трех лет</b> — это нормативный перелом социальных отношений, вызванный возникновением в речи слова «Я» и отделением себя от взрослых. Л. С. Выготский описал поведенческий комплекс, получивший название <b>семивездие симптомов кризиса трех лет</b>: <i>негативизм</i> (протест против конкретного взрослого), <i>упрямство</i> (настаивание на своем решении ради утверждения Я), <i>строптивость</i> (протест против домашних порядков в целом), <i>своеволие</i> (стремление к независимости замысла), <i>протест-бунт</i>, <i>обесценивание</i> (игрушек, авторитетов) и <i>деспотизм</i>. Главное позитивное новообразование — комплекс <b>гордость за достижения</b>, выражающийся в острой чувствительности ребенка к успеху своего труда и потребности в признании.</p>"
79,developmental-psych,35,"Психическое развитие дошкольника: социальная ситуация развития, ведущая деятельность, психологические новообразования, общая характеристика развития, развитие психических познавательных процессов.",7-9 мин,"1. Социальная ситуация развития и закон идеальной формы. 2. Развитие познавательной сферы (восприятие, внимание, память, воображение, мышление). 3. Личностный генезис: соподчинение мотивов и эмпатия. 4. Внеситуативные формы общения по М. И. Лисиной.","<h3>1. Социальная ситуация развития дошкольника (от 3 до 7 лет)</h3><p>Ребенок выходит за рамки семьи к миру взрослых. По Д. Б. Эльконину, здесь действует <b>идеальная форма</b> — высший уровень социокультурной реальности, с которой ребенок взаимодействует и моделирует в ведущей деятельности — сюжетно-ролевой игре. В общении со взрослыми (по М. И. Лисиной) складываются внеситуативные формы: <b>внеситуативно-познавательное общение</b> (4–5 лет, вопросы «Почемучки», потребность в уважении) и <b>внеситуативно-личностное общение</b> (6–7 лет, фокус на мире людей и моральных нормах, потребность во взаимопонимании) [1.35].</p><h3>2. Развитие познавательных процессов и личности</h3><ul><li><i>Восприятие:</i> усвоение сенсорных эталонов. В восприятии пространства доминирует <b>эгоцентрическая позиция</b> (оценка отношений только со своей точки зрения).</li><li><i>Внимание и память:</i> развивается произвольность. Память проходит этапы от выделения задачи до овладения логическими приемами (группировка).</li><li><i>Воображение:</i> происходит <b>интериоризация воображения</b> — переход от внешних опор к конструированию образов целиком во внутреннем плане.</li><li><i>Мышление:</i> переход от наглядно-действенного к наглядно-образному мышлению.</li><li><i>Личность:</i> центральное новообразование — <b>соподчинение мотивов</b> (формирование иерархии желаний, где чувство долга сдерживает импульсы). На основе соподчинения мотивов развивается <b>гуманистическая эмпатия</b> (бескорыстное сочувствие) и происходит половая идентификация.</li></ul>"
80,developmental-psych,36,Значение игры для развития ребенка дошкольного возраста. Структура игры. Виды игры. Этапы развития игровой деятельность дошкольника.,6-8 мин,1. Психологическое значение ролевой игры в онтогенезе. 2. Архитектоника структуры игры по Д. Б. Эльконину. 3. Классификация видов игр. 4. Четыре хронологических этапа развития игровой деятельности.,"<h3>1. Архитектоника сюжетно-ролевой игры</h3><p>Игра обеспечивает переход от непроизвольного поведения к произвольному и не создает общественно важного продукта, выступая деятельностью ради удовольствия. Д. Б. Эльконин доказал, что <b>структура игры Эльконина</b> включает в себя: <i>тему</i> (область реальности); <i>сюжет</i> (сценарий событий); <i>роль</i> (моделирование действий взрослых); <i>содержание игры</i> (главный смысловой фокус взрослых, который выделяет ребенок); <i>игровой материал</i> (предметы-заместители); <i>ролевые и реальные отношения</i> (первые диктуются сюжетом, вторые регулируют взаимодействия детей как партнеров). Выделяют творческие игры (сюжетно-ролевые, театрализованные, конструктивные) и игры с правилами (подвижные, настольные) [1.36].</p><h3>2. Четыре этапа развития игры в дошкольном детстве</h3><ul><li><b>Первый этап (3 года):</b> одиночная игра. Содержание — предметные действия в бытовой логике. Роли не обозначены словом, последовательность часто нарушается.</li><li><b>Второй этап (4 года):</b> действия развертываются полнее, роль обозначена словом. Последовательность действий становится жестким правилом. Возникают первые кратковременные объединения (2–3 человека).</li><li><b>Третий этап (5 лет):</b> роли четко распределяются до начала игры. Логика действий определяется ролью и становится основным правилом. Сюжеты социально разнообразны.</li><li><b>Четвертый этап (6–7 лет):</b> коллективный, устойчивый характер игр. Четко выделяется подготовительный этап (выбор темы, отбор материалов). Содержанием игры становится тонкое моделирование реальных социальных отношений и взаимодействий взрослых друг с другом.</li></ul>"
81,developmental-psych,37,Характеристика видов деятельности ребенка дошкольного возраста.,,,"<h3>1. Многообразие видов деятельности дошкольника</h3><p>В дошкольном возрасте ребенок, помимо ведущей сюжетно-ролевой игры, активно осваивает другие виды деятельности, служащие основой его психологического и социального развития: элементарный труд (помощь взрослым, самообслуживание), учебную деятельность (целенаправленное усвоение знаний в рамках предшкольной подготовки), музыкальную и конструирование.</p><h3>2. Специфика продуктивных видов деятельности</h3><p>Особое место в онтогенезе занимают формы продуктивной деятельности (рисование, лепка, аппликация), направленные на создание материального продукта. Л. С. Выготский рассматривал детский рисунок как своеобразный язык ребенка («графический рассказ»). Детское рисование отличается тем, что детям важен сам процесс, а не результат; их рисунки отражают не просто зрительное восприятие, а весь сенсомоторный опыт и представления о предмете (сенсорный эталон). Выделяют две стадии детского рисунка:<br>• <i>Доизобразительная стадия (1,5–3 года)</i> — каракули, случайные моторные метки, где внимание ребенка сосредоточено на самом процессе движения карандаша, а в конце стадии рисункам начинают даваться имена;<br>• <i>Изобразительная стадия (весь дошкольный возраст)</i> — переход от примитивных изображений к 6–7 годам к схематическому, но детальному рисунку, где объекты соотносятся с их реальными качествами (на часах рисуются стрелки и цифры).</p><p>Вторым важнейшим видом является конструирование, развивающее пространственное мышление и мелкую моторику. Выделяют три последовательных вида: <b>конструирование по образцу</b> (постройка по готовому примеру), конструирование по условиям (выполнение задачи по критериям взрослого) и <b>конструирование по замыслу</b> (самостоятельное создание образа результата).</p><h3>3. Психологический механизм восприятия сказки</h3><p>Важнейшим видом деятельности старшего дошкольника выступает <b>восприятие сказки</b>. Герои сказок просты и типичны, а язык прост и загадочен, что стимулирует воображение. Главный психологический механизм заключается в том, что ребенок мысленно становится на позицию героя произведения, активно сопереживая ему, благодаря чему незаметно для себя интериоризует культурные ценности и нормы человеческих отношений.</p>"
82,developmental-psych,38,Особенности общения ребенка дошкольного возраста со взрослыми и сверстниками.,,,"<h3>1. Динамика общения со взрослыми в дошкольном детстве</h3><p>Общение со взрослыми в этом возрасте приобретает внеситуативный характер, выходя за рамки наглядной ситуации. М. И. Лисина выделила две последовательные формы:<br>• <i>Внеситуативно-познавательное общение (4–5 лет):</i> включено в теоретическое познание мира вещей (период «Почемучки»). Взрослый выступает как эрудит («энциклопедия»), а ведущей потребностью ребенка становится потребность в уважении взрослого к его интеллектуальным поискам.<br>• <b>Внеситуативно-личностное общение</b> (6–7 лет): высшая форма общения в дошкольном детстве, центрированная на мире людей, их поступков и моральных норм. Взрослый выступает как личность, а главной потребностью ребенка становится потребность во взаимопонимании и достижении общности взглядов.</p><h3>2. Специфика и типы общения со сверстниками</h3><p>Общение со сверстниками качественно отличается от контактов со взрослыми. Его особенности включают: огромное разнообразие коммуникативных действий, чрезвычайно яркую эмоциональную насыщенность, нестандартность и нерегламентированность контактов, а также явное преобладание инициативных действий над ответными. Контакты развиваются от параллельной игры (в младшем возрасте) к полноценному групповому общению и потребности в дружбе (в старшем возрасте). Выделяют несколько вариантов общения: ориентация на совместную деятельность и её организацию; резкое отделение себя от сверстника с подчеркиванием своих умений; стремление поделиться впечатлениями и выработать общее мнение; и стремление к сотворчеству, переход от серьезного взаимодействия к веселому фантазированию.</p>"
83,developmental-psych,39,Кризис семи лет. Подготовка к обучению в школе. Школьная зрелость и психологическая готовность к обучению. Адаптация к школе.,,,"<h3>1. Психологический смысл кризиса семи лет</h3><p><b>Кризис семи лет</b> — это кризис саморегуляции, знаменующий рождение социального «Я» ребенка. Л. С. Выготский доказал, что главным признаком кризиса является <b>утрата детской непосредственности</b> и наивности: в поведении появляется манерничанье, натянутость и кривляние. Самая существенная черта — начало дифференциации внутренней и внешней стороны личности. Между желанием и поступком вклинивается интеллектуальный момент — внутренние смысловые переживания, что приводит к <b>аффективное обобщение</b> (логике чувств) и внутренней борьбе мотивов. Проявляются специфические <b>симптомы кризиса семи лет</b>: пауза (ребенок временно «не слышит» требований), спор, непослушание, хитрость, карикатурное взрослое поведение и обостренная реакция на критику.</p><h3>2. Компоненты школьной зрелости и психологической готовности</h3><p>На основе новообразований кризиса определяется <b>психологическая готовность к школе</b> — уровень развития, необходимый для освоения программ в группе сверстников. Выделяют три аспекта школьной зрелости:<br>• <i>Интеллектуальная зрелость:</i> дифференцированное восприятие, концентрация внимания, зачатки аналитического мышления, сенсомоторная координация и умение обобщать;<br>• <i>Эмоциональная зрелость:</i> низкий импульс реакций и способность длительное время выполнять непривлекательное задание;<br>• <i>Социальная зрелость:</i> потребность в общении со сверстниками, умение подчиняться правилам групп и принимать роль ученика. Л. И. Божович объединила эти параметры в понятие <b>внутренняя позиция школьника</b> — устойчивую систему познавательных и социальных мотивов учения.</p><h3>3. Физиологическая и психологическая адаптация к школе</h3><p>Процесс физической адаптации первоклассников длится 5–6 недель и включает три этапа, где первый — ориентировочный этап, сопровождающийся бурным напряжением всех систем организма (<b>физиологическая буря</b>). <b>Психологическая адаптация к школе</b> включает три сферы (академическую, социальную, личностную) и разделяется на три уровня успешности: <i>высокий уровень</i> (материал усваивается легко, глубоко, проявляется интерес к самостоятельности), <i>средний уровень</i> (положительное отношение, понимание материала при подробном изложении учителем, добросовестность) и <i>низкий уровень</i> (отрицательное отношение, подавленное настроение, фрагментарное усвоение знаний, потребность в тотальном контроле).</p>"
